,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
5198,5198,10,whysthecatblue,2023-02-28 20:40:15+00:00,121,15,1,0,3560.0,light healers be like: if the boss gets killed fast enough nobody gets hurt https://t.co/HUc78dxVSE,2
5199,5199,11,Rumor__Flezy,2023-02-28 19:44:53+00:00,442,295,11,5,4855.0,"""Those who said I should be killed, I have forgiven you all because what I am targeting is bigger than throwing blames, bigger than blackmail. What I am targeting is freedom""

- Mazi @simon_ekpa.
28th Feb 2023. https://t.co/Ji38kW1g1Z",2
5200,5200,12,RepDebDingell,2023-02-28 22:41:59+00:00,155,17,4,0,4197.0,"Last night, we gathered on the House floor for a moment of silence for Brian, Arielle, &amp; Alexandria who were killed in the shooting at MSU. Our hearts are with their friends, family, &amp; the entire Spartan community who will forever be scarred by this senseless tragedy. https://t.co/Z7cxRhODaG",2
5202,5202,14,tiff4mahogany,2023-02-28 23:04:45+00:00,142,42,6,1,2524.0,"The far left wants ACA to be gutted because they never wanted it anyway. The far left thinks, Cortez has said, its better to get 0 of what you want than 70%. Down w/ incrementalism. 

Bernie killed Kennedy &amp; W’s immigration bill in hopes of getting a better one. Where is it?",2
5203,5203,15,nealdale3,2023-02-28 23:35:30+00:00,103,49,10,3,1834.0,"The whole God damn Gov. needs to be done away with and replaced by average Americans with term limits etc. Both parties killed Americans , the Dems by just letting you die and the Reps. standing their like a dick n let them do it ! https://t.co/NklpDkMclh",0
5204,5204,16,MaziVictor_U,2023-02-28 20:44:57+00:00,174,90,4,2,2180.0,"""Those who said I should be killed, I have forgiven you all because what I am targeting is bigger than throwing blames, bigger than blackmail. What I am targeting is freedom""

- Mazi @simon_ekpa (#TheGoodGuy) https://t.co/GZhRajbujf",2
5205,5205,17,fedyth_,2023-02-28 21:54:42+00:00,444,34,4,0,4965.0,"Ever think about how Sanji was never really close to anyone who wasn’t a criminal
From Germa with the war criminals to the Baratie with the ex-cons to the strawhats who are pirates

Man’s gonna talk to someone who abides the law and be like “really? You’ve never killed anyone?”",2
5208,5208,20,LeoSpalteholz,2023-02-28 19:49:09+00:00,75,9,7,4,9552.0,"So Colwood staff recommended that 142 homes be approved without public hearing.

Council killed the project entirely

Saanich staff recommended 94 homes be approved without public hearing

Council sent it to PH anyway

We’re 2 for 2 at wasting these new provincial powers/guidance",2
5213,5213,25,SenBlumenthal,2023-02-28 23:38:55+00:00,88,25,18,2,9598.0,"I am deeply saddened to learn that one of CT’s own, Elan Ganeles, was killed in Israel last night. I strongly condemn this violence &amp; hate—which only sows tragedy &amp; grief. May Elan’s memory be a blessing &amp; a reminder that we must all work towards peace. https://t.co/9KWne0TeOJ",0
5220,5220,32,moveincircles,2023-02-28 19:43:30+00:00,68,7,6,0,3911.0,The account in this article of Canadian Christian churches drafting prayers for people who are about to be killed by euthanasia made my blood run cold. We have reached a very dark place,2
5226,5226,38,daveanthony,2023-02-28 20:23:28+00:00,295,31,6,1,16708.0,You have to be quite the asshole to not feel well and go to work without testing when COVID already almost killed your coworker,2
5228,5228,40,evelynnerror,2023-02-28 23:46:09+00:00,52,6,1,0,875.0,"A black trans woman the exact same age as me was shot and killed in my city this week. We need to protect trans lives more, particularly trans people of color who are far more likely to be victims of violence than any other demographic. I'm so tired of culture war...🧵",2
5230,5230,42,julia_doubleday,2023-02-28 19:17:40+00:00,483,112,2,4,25492.0,"Prior to COVID we had a right/expectation that we would not be disabled or killed by our employers while carrying out our work, and a legal framework around it. Rn that existing framework is outdated and not protecting ppl. they’re getting away w stripping a major right from YOU",2
5232,5232,44,DravenNoctis,2023-02-28 20:38:57+00:00,54,12,4,0,2344.0,"I said this man was wise, I never said he was a hero or that he was brave, I used the words ""wise"" carefully. It is absolutely possible he is lying, it's possible he was Pro Ukraine and even possible he killed Russian troops, it may very well be he saw the tide changing and knew…",2
5234,5234,46,WorldsMostHumb1,2023-02-28 23:55:14+00:00,350,32,6,1,7053.0,"@RonFilipkowski A Short Story:

Chapter 1. The Republican Party bought a baby crocodile because they thought it would be hilarious to watch the fearful libs freak out about a baby crocodile

Chapter 2. Then the baby crocodile grew into an adult crocodile and killed the Republican Party

The End.",2
5238,5238,50,bleureivers,2023-02-28 22:09:01+00:00,106,1,0,0,836.0,"@fedyth_ Interviews for All Blue staff are gonna be like 

Question 1: have you ever killed anyone?

Question 2: if you answered NO, why not?",2
5250,5250,62,Realsoro1,2023-02-28 20:24:42+00:00,213,7,4,1,22121.0,"@african_lucas Exactly like Jada 

People forget Tupac was engaged to marry another woman when he was killed, not Jada 

Imagine being that other woman and having to listen to Jada pretend to be Tupac's widow or something?",2
5268,5268,80,ukraine_world,2023-02-28 22:52:46+00:00,97,18,5,0,10666.0,"Their names should be remembered in the world. 

Even though #Russians tried hard and ruined a number of lives, #Ukrainian culture didn't die, and the memory of those who were killed just for being #Ukrainian intelligentsia will live forever. 4/4",2
5269,5269,81,nwa_nne,2023-02-28 20:19:09+00:00,50,28,2,1,617.0,"""Those who said I should be killed, I have forgiven you all because what I am targeting is bigger than throwing blames, bigger than blackmail. What I am targeting is freedom""

- Mazi @simon_ekpa.
28th Feb 2023.",2
5276,5276,88,MioHondaFan,2023-02-28 22:16:40+00:00,98,11,3,1,3314.0,"The Civil Rights Act killed altruism in America. Everyone knows that if they try to stop a Black person from doing something horrible, they risk getting prosecuted for “racism” no matter how justified they are.

Noone wants to be the next Derek Chauvin or Greg/Travis McMichael.",0
5281,5281,93,CryptoCloaks,2023-02-28 22:45:01+00:00,148,0,0,0,3849.0,@ATFHQ WRONG. You should be remembering all the innocent people your agents killed. RIP the true heros.,2
5283,5283,0,lefineder,2023-02-28 21:18:09+00:00,139,20,5,1,11344.0,Diogenes Laertius wrote that Socrates so annoyed people with his questions they would occasionally beat him up. https://t.co/DkhW0TmZ6K,2
5287,5287,4,hon_Asadiq,2023-02-28 18:46:46+00:00,86,9,4,1,1720.0,"The kwankwaso that his 90% of fans aren't on social media got a zero turnout in his own region. 
Peter beat him in most of the northern states.. RUBBISH!",2
5293,5293,10,SonOfChelsea,2023-02-28 21:00:50+00:00,920,71,104,30,70270.0,"Sarri at #CFC best example that improving results and proving people wrong is not enough to change opinion. 

He got UCL football and won Europa and ppl still wanted him gone. That's the age we live in now. 

Potter can beat Leeds and Dortmund, don't think it changes much.",2
5298,5298,15,ayotem4real,2023-02-28 19:44:54+00:00,153,28,27,3,3738.0,"He never want anybody to beat his useless records. Buhari has surpassed him in all areas and he do not seek second term. Bola Tinubu will be second yorubaman to rule Nigeria having deprived Awolowo and MKO
 Ntoor.... Agbaiya olorribu

Guess his name??",2
5299,5299,16,ibekemed,2023-02-28 18:28:51+00:00,77,14,11,1,3452.0,Tinubu is still the man to beat in 2027. Get yourselves together and start planning to unseat him now. The time is now.,2
5303,5303,20,AtheistjLiz,2023-02-28 19:54:51+00:00,213,35,1,4,6267.0,"Johnny Depp was fired from the Fantastic Beasts franchise in 2020, well after Warner Bros stood by him and Rowling defended him.

He was fired after he lost a lawsuit HE filed in the UK. Three judges ruled that he beat his wife on at least 12 occasions, and sexually abused her. https://t.co/HB2ZW2ZjXi",2
5310,5310,27,RussoHockey,2023-02-28 20:58:08+00:00,276,5,31,1,63272.0,"Was just thinking how funny it is that this is Marcus Johansson’s second stint with the #mnwild and really none of the beat writers have truly met him other than little quick waves. We covered him during the all-Zoom year, which seems like a lifetime (and nightmare) ago",2
5312,5312,29,LGSMpride,2023-02-28 20:38:42+00:00,391,32,6,0,8899.0,"The unmistakable @JimmySomerville, who fronted the headline act Bronski Beat for our December 1984 Pits &amp; Perverts fundraiser. A group of us bumped into him on a Brussels-bound Eurostar, when he was touring in 2015. Jimmy was an @LGSMpride member.
@PrideMovieUK https://t.co/yoZZ5aje5Y",2
5313,5313,30,schadjoe,2023-02-28 20:30:35+00:00,188,7,8,4,25056.0,"Mike McDaniel says it’s jujitsu training for Tua.

Tua is invested in it. This should prepare him.

Tua is attacking it with vigor and exuberance. And he can beat you up as needed.",2
5321,5321,38,symplyDAPO,2023-02-28 22:18:17+00:00,50,0,11,0,7113.0,Your brother's will always intervene and u can't beat him one on one,2
5326,5326,43,ss_cfc1999,2023-02-28 19:45:25+00:00,96,1,2,0,4701.0,@CFCRaf2 djokovic is the GOAT sorry. Underdog that always had the crowd against him yet found ways to beat everyone in his way. Truly inspirational,2
5329,5329,46,UsmanTime,2023-02-28 21:52:07+00:00,170,10,9,2,10098.0,Ali  will beat the shit out of him lol. Ariels only path to victory  is if he manage to poke Ali's eyes with his gigantic nose,1
5334,5334,51,StickyMemB,2023-02-28 18:47:55+00:00,151,0,1,0,2775.0,@M1das_OW2 Keem is just mad that connor can beat him in a foot race,2
5355,5355,72,crnisinliha,2023-02-28 20:05:46+00:00,177,0,2,0,1169.0,@Philly_Sportss @HarrisonWind yeah nuggets beat reporter dosent watch him play...  he is coming for most valubale philadelphian too.,2
5357,5357,74,rjjago,2023-02-28 19:39:22+00:00,51,0,2,0,1126.0,"I finally beat the neighbour to shovelling the sidewalk. They've been shovelling our walk for 2 years. We had one tie, when we both got out there at the same time. But I beat him to it, got their sidewalk too... this - this is a rare victory. https://t.co/85llqe1YKM",2
5364,5364,81,lovelycrowley,2023-02-28 21:18:26+00:00,204,1,1,0,1831.0,"He leans back on the sofa and gives his heart a moment to return to a normal beat ""you got it""

The angel smiles at him happily, satisfied. ""I do know you well, dear boy""

Crowley looks back at him and returns a soft smile.

""More wine, angel?""",2
5371,5371,88,FalcoholicKevin,2023-02-28 22:24:27+00:00,71,4,6,0,3531.0,"@Damski32 Brissett or Heinicke would be ideal. Give Ridder someone to push him. If he can't beat out those guys, he's not the future. And if he does beat them out, you've got one of the top backups in the league.",2
5374,5374,91,harryofido,2023-02-28 19:37:46+00:00,107,8,1,0,6427.0,"@firstladyship Wike had too choices to make but as a weak man, he went for “sure odds”. Obidients run am for their eyes like when Bendel Insurance beat Real Madrid for Bernabeu and Wike go stake him papa house.",2
5380,5380,1,singh_hypocrisy,2023-02-28 23:36:10+00:00,293,70,23,5,5771.0,"Why is public health care dead?

I allowed Justin to spend every last dime Canadians had. I stood by him with every one of his ridiculous votes.

Will I take the blame for this? God no.

In 6 days, watch me blame hospital CEOs and Pierre even though he had no say in this. https://t.co/uN4MD28dgi",2
5382,5382,3,WalshFreedom,2023-02-28 23:21:02+00:00,1157,160,159,11,57121.0,"Though I disagree, I understand why many people don’t support our involvement in the war. But to actually BLAME America FOR the war is dishonest &amp; despicable. When I was young, the “blame America” crowd was on the left. Now the “blame America” crowd is on the right.",2
5383,5383,4,getwhittet,2023-02-28 23:49:00+00:00,378,10,8,0,4508.0,"@RonFilipkowski When in doubt. Blame the left. Antifa, Soros. Now it’s even just meaningless words like “woke”",2
5385,5385,6,Zvbear,2023-02-28 23:47:47+00:00,1861,189,135,292,441024.0,"This type of shit is going to breed more racists and I don’t blame them, imagine your history being replaced in the name of wokeness",1
5386,5386,7,LangmanVince,2023-02-28 23:38:07+00:00,154,22,14,1,8729.0,"Here's a breakdown of the 
#ChicagoElection today 
We have 9 radical Democrat socialists all running to see who can destroy Chicago the fastest and then blame the Republicans",2
5388,5388,9,Stephen_Geiger,2023-02-28 23:16:18+00:00,120,25,16,1,23294.0,"Friendly Reminder…

Biden and everyone with a brain knew and still know that he has no power to forgive student loans.

They went forward regardless because when the SCOTUS shoots it down, Dems can then blame it on the court. All an awful political show.
https://t.co/wSmQstZ623",2
5392,5392,13,SoCalAvsFan,2023-02-28 23:23:39+00:00,118,10,4,0,26451.0,"If you’re wondering why the Avs haven’t made a move yet , blame @wyshynski https://t.co/bMVpR3tZrX",2
5398,5398,19,JoJoFromJerz,2023-02-28 23:19:50+00:00,2798,118,29,1,42050.0,"@Acyn If only she had the covid lockdowns to blame for her being such an ignorant POS.

Alas…",2
5399,5399,20,SophieMargiela,2023-02-28 23:26:54+00:00,53,1,5,0,3941.0,"I got carded at the rooftop bar, but can you really blame them?

I don't think anybody believes I'm turning 33 in April without checking my ID. https://t.co/mE4Vt9X1vG",2
5402,5402,23,zNpesta__,2023-02-28 23:23:55+00:00,515,6,26,0,19263.0,I think in my head I blame Sakupen Circles for WAY more than what it's actually done to the community but the bias is so strong in my head that I might just not care,2
5407,5407,28,LadyDaemontus,2023-02-28 23:30:07+00:00,135,23,55,110,159196.0,"And can you actually blame them? 

We WARNED the LBGT community for the last six damn years that if they didn’t clean house and got their act together soon, there was going to be a complete snap in the other direction. 

The house has not be cleaned. Its gotten worse.",2
5409,5409,30,5150merica,2023-02-28 23:32:28+00:00,141,4,13,0,2937.0,"@JoJoFromJerz Classic Republican tactic.  Do something bad, complain that the bad thing is happening, and use their own actions as proof that the bad thing is happening. Then blame Democrats for it.",2
5422,5422,43,RaxaMehta,2023-02-28 23:33:51+00:00,51,4,0,0,1040.0,@g_gosden Disgraceful from JHB to blame @labour for the NI protocol. Wasn’t it  the ERG that constantly thwarted May’s deals that was trying so hard to avoid a border in the Irish Sea? Rewriting history. Next they’ll be saying how great for NI to be in the common market. Oh wait …,2
5423,5423,44,beeeeeeaan,2023-02-28 23:49:04+00:00,64,1,3,0,2277.0,I haven't listened to the Chibnall interview yet but from what people are saying it seems as showrunner he took the blame for decisions that weren't his (which doesn't surprise me as I think Moffat probably did the same thing).,2
5427,5427,48,KevinRobMartin,2023-02-28 23:49:51+00:00,83,0,6,0,24481.0,"@ThePokerBoss Totally agree. Aria is great 

I blame the dinosaur financial system",2
5446,5446,67,spelivqs,2023-02-28 23:44:06+00:00,87,6,0,1,2392.0,cracked the code y'all hate jiara cause they're more popular than your ships with less screentime than them cause why you going on and on about how their kiss was embarrasing cause it made more noise than your ships kiss right? im not arguing i don't blame y'all i'd be mad too https://t.co/LU6K0ZORub,2
5453,5453,74,YasMohammedxx,2023-02-28 22:53:57+00:00,357,37,11,0,9964.0,@mart_brooks I know. I cringed when I saw his mother put a hijab on her head- a visual message to the world that she has submitted to their force and is subjugating herself- but I can’t even blame her. A mother would do anything to protect her child from ppl who are known to use violence.,2
5455,5455,76,PartyPrat,2023-02-28 23:58:28+00:00,93,9,4,0,2064.0,"In 50 yrs, will the kids of these NFT portrait techbros mourn how animation has only declined since 1988's Akira or a time when artisans crafted every minuscule aspect of the medium? Will they, too, misplace blame on a gesticulated commie conspiracy to make art drab &amp; utilitarian",2
5470,5470,91,FutureBecky,2023-02-28 23:14:57+00:00,102,0,0,0,3155.0,"@xcharliegoldx You made it clear that sharing your personal life was too much and you were done and considering how this community acts, I don’t blame you. I hope “exposing” you for struggling behind the scenes when you told everyone you were struggling makes her feel better I guess.",2
5472,5472,0,jefe_chink,2023-02-24 05:07:21+00:00,11457,2266,131,851,1588504.0,"I love deep conversations , I want to know where you got 22k for 4 Van Cleef bracelets",2
5474,5474,2,Chink_z,2023-02-28 01:42:49+00:00,59,26,0,0,3767.0,This can’t be the adulthood that I was so eager to experience,2
5475,5475,3,ultimatenikkei,2023-02-28 08:34:12+00:00,102,5,10,1,4181.0,is this supposed to be a self own? who would genuinely want to be a chink,0
5477,5477,5,_aniyaaaaj,2023-02-24 12:46:31+00:00,224,3,0,0,39998.0,@jefe_chink they be fake that’s why😂😂😂,2
5478,5478,6,evansmillionare,2023-02-24 16:15:01+00:00,63,5,5,1,40023.0,@jefe_chink I heard folks get booboo’d on for these lol,2
5479,5479,7,BaguetteM3,2023-02-22 07:57:12+00:00,51,1,6,0,2140.0,Chink moment,0
5482,5482,10,BigMAMATai,2023-02-24 22:03:09+00:00,180,10,1,0,3336.0,@QUEEN___chink March is womens history month lmao. She gon hit him with a part 2,2
5483,5483,11,MorettiLips,2023-02-24 21:06:34+00:00,68,1,2,0,2437.0,@QUEEN___chink It’s him saying he’ll be back in March 🤣😂😂,2
5485,5485,13,rcolvile,2023-02-25 21:04:54+00:00,97,26,39,15,95235.0,Have written on the Tories' challenge in London - and how the Mayor's record may just give them a chink of light https://t.co/V2FsmGQvwH https://t.co/kAsl954C0E,0
5492,5492,20,usergotzoed,2023-02-24 22:49:09+00:00,53,4,1,0,24879.0,@jefe_chink dh gate or she been prostituting,2
5504,5504,32,BhittaniKhannnn,2023-02-26 17:11:01+00:00,162,28,2,0,2804.0,"The trick for PTI is to keep the turnout as high as possible during the General election. Wherever it manages to mobilize its voters, it has swept the floor with PDM. Karachi for now is the chink in it's armour. Not to mention lack of campaigning in Tribal belt and Balochistan.",2
5505,5505,33,Kwontik,2023-02-24 21:44:01+00:00,218,29,18,1,10398.0,"I tried, I really forking tried, to find chinks in #Hedera's armour, but I couldn't find any. There was always a logical explanation for even the less appealing details that keep some people at bay. This network truly is a work of art and I love everything about it 🙂",2
5508,5508,36,mrhuiii,2023-02-25 21:58:52+00:00,60,0,2,0,2932.0,""" The goliaths of the UK seem to have a chink in their armor after suffering their first loss in the entire tournament to eMasters on Ancient, 16-12"" @ukcsgo https://t.co/10g4PucOsy",2
5510,5510,38,2sadityray,2023-02-24 23:21:56+00:00,51,1,2,0,21754.0,@jefe_chink Ill never understand why they cost so much df,2
5512,5512,40,GotPickup,2023-02-24 09:16:34+00:00,61,1,3,1,3923.0,"Girls who sense awkwardness will try to shame you by calling you creepy.

They may punctuate it with:

You’re too young/old

You have no style

You smell

You stare too much

Your breath reeks

You’re ugly

You’re short

You’re stupid

*It was really the chink in your confidence.",0
5519,5519,47,BlackSupremeKai,2023-02-24 21:09:04+00:00,66,0,1,0,2917.0,@QUEEN___chink Watch him really comeback too LMFAAAAOOOO,2
5521,5521,49,ETimsNet,2023-02-27 11:08:46+00:00,55,1,6,0,8536.0,"That's the first chink in the Beale armour.
The questions and doubts will now come.
Then they will come thick and fast..along with real pressure.
The dam will not hold.
The honeymoon is over.
The Rebels have won. https://t.co/5dL7MTbQO4",2
5528,5528,56,ArtBe11a,2023-02-27 16:57:46+00:00,79,27,17,1,1074.0,"Andarta 🧡

""Kindness perceived as weakness gets cast out the door
Tendencies to vacillate creates chinks in your armour
Resolutely walk the tight rope ~ lest your knees hit the floor""

with my own contract on @KnownOrigin_io 
Ξ 0.04
1/1

#AIIA https://t.co/NGvUTLmTw4",2
5545,5545,0,PACADISEFEVER,2023-02-25 02:34:06+00:00,23411,1741,80,94,466710.0,Im sorry but miraculous is so fucking butt ugly If this was the art style i wouldve given it a chance,1
5546,5546,1,Hardpard,2023-02-22 17:43:55+00:00,259,2,12,0,15994.0,only a few will remember how butt ugly judges swing was in MLBTS 17 before he got his swing tracked 😂 https://t.co/zzF5YpWML5,2
5547,5547,2,Paulmillerart,2023-02-23 13:03:35+00:00,74,6,5,0,1614.0,"Finishing a chawawaaaaa portrait off so heres a butt ugly bird! Hope everyones well.
#art #drawing #realism #realistic #artworks #artistry #artdrawings #artday #birdart #birdartist #birddrawings #hyperrealism #myart #pastelart #pastelpencils #pencilsacademy #Artists #twitterart https://t.co/CH7XSEi9Pm",2
5548,5548,3,charlesadler,2023-02-28 19:55:29+00:00,146,37,16,1,8750.0,"For Conservative supporters who are dumber than a bag of hammers and don't know how to use Google - the butt ugly face of Germany's #AFD ""party's leader in Thuringia, Björn Höcke, once described Berlin's Holocaust memorial as a ""monument of shame""",2
5549,5549,4,DijahSB,2023-02-22 20:43:49+00:00,97,9,9,2,10945.0,I usually agree but the before is butt ugly,2
5550,5550,5,bisexualore,2023-02-25 18:36:20+00:00,50,3,0,0,965.0,"“The dress is white and gold,” “the dress is blue and black,” 
the dress is butt fucking ugly",0
5555,5555,10,Tree_of_Logic,2023-02-26 16:05:08+00:00,77,12,8,0,2779.0,"And butt azz ugly! 

Horse manure looks better then these two evil witches.",2
5558,5558,13,mocndu,2023-02-26 22:47:10+00:00,87,6,1,0,1915.0,can you guys stop putting that butt ugly dress on my timeline,2
5561,5561,16,SaurabhBG,2023-02-26 01:54:02+00:00,102,20,1,0,1188.0,"The rise of Aaditya Thackeray is revolutionary and a tight slap to this whole loud mouth ugly face fat butt hate mongering uncle politics.

Lets meet today at Jambori Maidan, Worli 6pm in the evening.

#Jambori_Maidan #Aaditya_Thackeray https://t.co/9RzSLZro9T",2
5574,5574,29,bara_moe_bltch,2023-02-24 12:29:41+00:00,328,0,5,0,7465.0,@zeezenfrozen The person hes talking about is the artist for that one butt ugly yaoi that has been going around on twitter https://t.co/PsjsEPlAFx,2
5586,5586,41,bara_moe_bltch,2023-02-25 02:59:49+00:00,386,4,4,0,5900.0,@bobb4242 Oficial fnaf artist very well known for being transphobic and having butt ugly art,2
5631,5631,0,Kwontik,2023-02-24 21:44:01+00:00,218,29,18,1,10398.0,"I tried, I really forking tried, to find chinks in #Hedera's armour, but I couldn't find any. There was always a logical explanation for even the less appealing details that keep some people at bay. This network truly is a work of art and I love everything about it 🙂",2
5634,5634,3,ArtBe11a,2023-02-27 16:57:46+00:00,79,27,17,1,1074.0,"Andarta 🧡

""Kindness perceived as weakness gets cast out the door
Tendencies to vacillate creates chinks in your armour
Resolutely walk the tight rope ~ lest your knees hit the floor""

with my own contract on @KnownOrigin_io 
Ξ 0.04
1/1

#AIIA https://t.co/NGvUTLmTw4",2
5636,5636,5,MorettiLips,2023-02-24 21:06:34+00:00,68,1,2,0,2437.0,@QUEEN___chink It’s him saying he’ll be back in March 🤣😂😂,2
5651,5651,20,rcolvile,2023-02-25 21:04:54+00:00,97,26,39,15,95235.0,Have written on the Tories' challenge in London - and how the Mayor's record may just give them a chink of light https://t.co/V2FsmGQvwH https://t.co/kAsl954C0E,0
5657,5657,26,BhittaniKhannnn,2023-02-26 17:11:01+00:00,162,28,2,0,2804.0,"The trick for PTI is to keep the turnout as high as possible during the General election. Wherever it manages to mobilize its voters, it has swept the floor with PDM. Karachi for now is the chink in it's armour. Not to mention lack of campaigning in Tribal belt and Balochistan.",2
5663,5663,32,GotPickup,2023-02-24 09:16:34+00:00,61,1,3,1,3923.0,"Girls who sense awkwardness will try to shame you by calling you creepy.

They may punctuate it with:

You’re too young/old

You have no style

You smell

You stare too much

Your breath reeks

You’re ugly

You’re short

You’re stupid

*It was really the chink in your confidence.",0
5664,5664,33,mrhuiii,2023-02-25 21:58:52+00:00,60,0,2,0,2932.0,""" The goliaths of the UK seem to have a chink in their armor after suffering their first loss in the entire tournament to eMasters on Ancient, 16-12"" @ukcsgo https://t.co/10g4PucOsy",2
5692,5692,61,ETimsNet,2023-02-27 11:08:46+00:00,55,1,6,0,8536.0,"That's the first chink in the Beale armour.
The questions and doubts will now come.
Then they will come thick and fast..along with real pressure.
The dam will not hold.
The honeymoon is over.
The Rebels have won. https://t.co/5dL7MTbQO4",2
5708,5708,0,BasedFrontal,2023-02-27 00:35:01+00:00,64,1,9,1,984.0,I HAVE RETURNED! Elon and his dumb monkey hordes can't keep me silent!!,2
5709,5709,1,crisperstorm,2023-02-24 20:12:45+00:00,147,2,17,2,9214.0,"One of the only plot threads teased in Halo 5 that still remains is the idea of AI controlling or influencing the Spartans they are paired to

Unfortunately instead of being the product of a coalition of advanced AI it is... a dumb monkey AI? https://t.co/qqlP4EmDvF",2
5710,5710,2,MakotoKorp,2023-02-26 12:55:49+00:00,91,2,16,3,9406.0,"Got up early to try out the Wo Long: Fallen Dynasty demo and all the while I kept thinking ""when is he gonna turn I to that cool monkey form from the trailer?""

I'm really dumb so for the longest time I thought this and Black Myth: Wukong were the same game. Yikes😅

But from the… https://t.co/HGXToIk2Fy",2
5721,5721,13,ulovb,2023-02-27 14:56:04+00:00,158,15,4,0,4825.0,"u dumb stupid niggas bro. they won the president's award for PUBLIC SERVICE because unlike u idiot monkey brained bitches, they advocate for ALL in their community. zaya had nothing to do with it except for them dedicating it to her. if ignorance was a contest u niggas win fs",0
5725,5725,17,bendreyfuss,2023-02-25 08:06:37+00:00,181,10,24,2,27745.0,No one cares about these dumb viruses anymore. The cost of crazy left wing lunatics being so annoying about coronavirus is that now we don’t care about any viruses. No coronavirus. No norovirus. No monkey virus. No viruses! No one cares.,2
5776,5776,0,fuglibetty,2023-02-26 12:46:47+00:00,452,78,3,8,20594.0,there is no purer love nor more ardent hatred than that which exists between the Fag and the Hag. both are manifestations of cosmic forces that maintain the universal equilibrium — the degradation of the fag-hag household is the impetus for our societal decline,0
5777,5777,1,HelenSalmon2,2023-02-27 22:04:31+00:00,161,9,8,0,2853.0,I think that Johnson has finally run out of road. Only a few deluded activists and  the fag end of the ERG now support him. And possibly Nadine Dorries.,0
5778,5778,2,_EnglishRose_13,2023-02-26 23:05:49+00:00,291,2,64,3,11100.0,"Fuck… just filled me lighter up , then went to light me fag and a fuckin flame thrower came out of it  and singed  what smells like a shit load of me hair along with it, daren’t look in the mirror, smells bad 
Anti smokers.. fuck off before you come back with your witty replies",1
5780,5780,4,PJDarran200,2023-02-26 08:29:44+00:00,132,13,6,0,2312.0,"I remember  taking bottles back to the off licence as a kid and getting paid,  which actually was a side door to  a pub. You could buy fags as well. Always curious to stand on tip toes and look  over at what was going on in the other bars. https://t.co/yvlEwVBR2C",2
5784,5784,8,Aja02537920,2023-02-26 16:08:32+00:00,81,13,6,0,2591.0,"So one of the new chats today from the TRAs was  ""Fag and Dykes for trans rights"" not sure us gays have reclaimed that word ""fag"" yet but there it is anyway.

#LetWomenSpeak",0
5785,5785,9,laracroftbarbie,2023-02-27 19:06:51+00:00,94,3,1,1,4861.0,nobody is talking about how it used to be a few gay men and 1 fag hag but the roles have been reversed and now its 1 doll and 3-4 gay men,0
5787,5787,11,CRobertsonUK,2023-02-26 15:29:52+00:00,91,19,6,0,1709.0,"Millport Weekly News - talks to Annie Lennox MSP about life after music and entering politics.

""The biggest thing that annoys me, its when am buying fags at the 24hr gerege, and some cunt hinks am thon Muriel Grey so wullnay sell me any matches"". https://t.co/CdZ86BvVVi",0
5788,5788,12,SKULLD13D,2023-02-28 09:39:57+00:00,95,0,4,0,1586.0,"i fucking hate children sometimes. i was in a bathroom in a fast food place and i was in line when this kid started bothering me by staring at me, pushing me, and asking me if i'm a guy or a girl. when i finally spoke up and told him im a dude, he called me a fag and walked off??",1
5796,5796,20,lathamphil1,2023-02-27 16:49:50+00:00,249,82,12,3,5351.0,"To take a step back!

They removed @BorisJohnson for this fag packet Windsor deal and are using the king to try and polish the turd.

I don't think we will ever witness times like these again!

@Mike_Fabricant
@Jacob_Rees_Mogg
@pritipatel

Get off your arses and kick out Sunak.",0
5805,5805,29,lndian_Bronson,2023-02-27 18:56:41+00:00,110,3,6,0,22752.0,"In high school, our swim season overlapped with the wrestling team in the locker room.

They would call us ""fags"" because we'd shower before and after the pool, but they would 'oil check' each other in their onesies, right there in front of us. 
I always thought that was weird.",0
5813,5813,37,sam_animeherald,2023-02-27 15:18:29+00:00,73,15,2,1,2615.0,"The words ""gay,"" ""fag,"" and ""tr***y"" were VERY common slang back then.

Casual homophobia and transphobia were common, to the point where they were used in prime time sitcoms, and marquee movies.

We need to keep fighting to ensure we don't get dragged back to that era.",0
5814,5814,38,damian_from,2023-02-28 07:07:10+00:00,88,24,0,2,1184.0,"Keir Starmer has been Labour leader for three years and all he has come up with are five vague missions which could have been written on the back of a fag packet during an after work drinks session.

It's just not good enough. It's pathetic.",0
5819,5819,43,HBloodedHeroine,2023-02-25 18:09:42+00:00,63,0,10,0,1964.0,"tbh not missing out much, i just got bullied, laughed at and told i was a fag a lot",1
5838,5838,62,NoisyBits,2023-02-26 11:51:51+00:00,109,0,3,0,8877.0,In 2019 I was in Berlin doing archival research at the @GayMuseum on my previous AHRC project and posting lots of photos from the archive. @huwlemmey messaged @benwritesthings to tell Ben there was this fag from the UK at the museum. Ben invited me for a coffee at the museum.,0
5840,5840,0,laracroftbarbie,2023-02-27 19:06:51+00:00,94,3,1,1,4861.0,nobody is talking about how it used to be a few gay men and 1 fag hag but the roles have been reversed and now its 1 doll and 3-4 gay men,0
